doc_image,media_file,rid,docpr_name,docpr_descr,brand_candidate_text
doc_image_002.jpeg,image1.jpeg,rId8,Picture 2,,KH_CENSUS_2025SKU Brand BookKH_CENSUS_2025SKU Brand Book
doc_image_029.png,image28.png,rId35,Picture 7,A box of coffee on a bed AI-generated content may be incorrect.,អេសសេ ចុចពីរគ្រាប់ ស្វាយ | ESSE CHANGE DOUBLE CAFE APPLEMINT & ORANGE
doc_image_030.jpeg,image29.jpeg,rId36,Picture 11,,អេសសេកាហ្វេ ចុចពីរ | ESSE CHANGE DOUBLE SHOT
doc_image_031.png,image30.png,rId37,Picture 17,A blue box with a picture of a blue ball AI-generated content may be incorrect.,អេសសេ ចុចពីរគ្រាប់ ស្វាយ | ESSE CHANGE FROZEN PEACH MOJITO
doc_image_032.png,image31.png,rId38,Picture 8,,អេសសេចុច ស | ESSE CHANGE HIMALAYA
doc_image_033.png,image32.png,rId39,Picture 17,,អេសសេ ទឹកកក | ESSE CHANGE MANGO
doc_image_034.png,image33.png,rId40,Picture 13,A white and red package AI-generated content may be incorrect.,អេសសេ ស្វាយ | ESSE CHANGE SHOOTING RED COLA
doc_image_035.jpeg,image34.jpeg,rId41,Picture 1,,អេសសេ កូកា | ESSE CHANGE STRAWBERRY
doc_image_036.png,image35.png,rId42,Picture 12,,អេសសេ ស្រ្តប៊ឺរី | ESSE GREEN
doc_image_037.png,image36.png,rId43,Picture 14,,អេសសេឬស្សី | ESSE IT'S BUBBLE PURPLE
doc_image_038.png,image37.png,rId44,Picture 10,,អេសសេត្រាវ | ESSE IT'S DEEP BROWN
doc_image_039.jpeg,image38.jpeg,rId45,Picture 20,,FINE_ហ្វីន | FINE RED HARD PACK
doc_image_040.jpeg,image39.jpeg,rId46,Picture 20,,FINE_ហ្វីន | FINE RED HARD PACK
doc_image_041.jpeg,image40.jpeg,rId47,Picture 18,,FINE OTHERS_ហ្វីន ផ្សេងៗ | FINE GOLD
doc_image_042.jpeg,image41.jpeg,rId48,Picture 19,,ហ្វីនកញ្ចក់មាស | FINE MENTHOL
doc_image_043.jpeg,image42.jpeg,rId49,Picture 17,,ហ្វីនហិរ | FINE CHARCOAL FILTER
doc_image_044.jpeg,image43.jpeg,rId50,Picture 5,,បារី 555 | 555 SPHERE2 VELVETY
doc_image_045.jpeg,image44.jpeg,rId51,Picture 7,,បារី 555 | 555 SPHERE2 VELVETY
doc_image_046.jpeg,image45.jpeg,rId52,Picture 6,,បារី 555 | 555 SPHERE2 VELVETY
doc_image_047.jpeg,image46.jpeg,rId53,Picture 3,,555 OTHERS_555 ផ្សេងៗ | 555 REFINED CHARCOAL FILTER
doc_image_048.jpeg,image47.jpeg,rId54,Picture 6,,555 តម្រងធ្យូង | 555 SWITCH
doc_image_049.jpeg,image48.jpeg,rId55,Picture 6,,555 ចុចដើមតូច | 555 BERRY BOOST
doc_image_050.jpeg,image49.jpeg,rId56,Picture 8,,555 ប៊័ររីចុច | 555 PRESTIGE
doc_image_051.png,image50.png,rId57,Picture 2,,555 ស​ ដើមតូច | 555 SLIM
doc_image_052.jpeg,image51.jpeg,rId58,Picture 4,,555 ដើមតូច | 555 SPHERE2 SPARKY
doc_image_053.jpeg,image52.jpeg,rId59,Picture 9,,ARA_បារីសេក | ARA RED
doc_image_054.jpeg,image53.jpeg,rId60,Picture 12,,ARA_បារីសេក | ARA RED
doc_image_055.jpeg,image54.jpeg,rId61,Picture 13,,ARA_បារីសេក | ARA RED
doc_image_056.jpeg,image55.jpeg,rId62,Picture 11,,ARA OTHERS_សេក ផ្សេងៗ | ARA COOL
doc_image_057.jpeg,image56.jpeg,rId63,Picture 10,,សេកចុច | ARA TROPICAL
doc_image_058.jpeg,image57.jpeg,rId64,Picture 14,,សេកចុច | ARA NEXT
doc_image_059.jpeg,image58.jpeg,rId65,Picture 15,,សេកចុច ដើមតូច | ARA ORIGINAL
doc_image_060.jpeg,image59.jpeg,rId66,Picture 8,,សេកអូរីជីណល | ARA PREMIER
doc_image_061.jpeg,image60.jpeg,rId67,Picture 3,,LUXURY_លុចសារី | LUXURY FULL FLAVOUR
doc_image_062.jpeg,image61.jpeg,rId68,Picture 4,,LUXURY_លុចសារី | LUXURY FULL FLAVOUR
doc_image_063.jpeg,image62.jpeg,rId69,Picture 8,,LUXURY OTHERS_លុចសារី ផ្សេងៗ | LUXURY SS DOUBLE CAPSULE
doc_image_064.jpeg,image63.jpeg,rId70,Picture 1,,លុចសារីដើមតូចចុចពីរគ្រាប់ | LUXURY BLUEBERRY MINT OPTION
doc_image_065.jpeg,image64.jpeg,rId71,Picture 6,,លុចសារីចុចទំពាំងបាយជូរថ្មី | LUXURY ORANGE OPTION
doc_image_066.jpeg,image65.jpeg,rId72,Picture 2,,លុចសារីចុចរសជាតិក្រូច | LUXURY BLUEBERRY OPTION
doc_image_067.jpeg,image66.jpeg,rId73,Picture 9,,លុចសារីចុចទំពាំងបាយជូរ | LUXURY LIGHTS
doc_image_068.jpeg,image67.jpeg,rId74,Picture 5,,លុចសារីដើមតូច | LUXURY MENTHOL OPTION
doc_image_069.png,image68.png,rId75,Picture 14,A package of a baby AI-generated content may be incorrect.,លុចសារីចុចហិរ(អត់រូប) | LUXURY PREMIUM OPTION BLUEBERRY
doc_image_070.jpeg,image69.jpeg,rId76,Picture 7,,លុចសារីចុចស្វាយ | LUXURY SPECIAL BLEND
doc_image_071.jpeg,image70.jpeg,rId77,Picture 25,,GOLD SEAL_ហ្គោលសៀល | GOLD SEAL MENTHOL COMPACT
doc_image_072.jpeg,image71.jpeg,rId78,Picture 24,,GOLD SEAL_ហ្គោលសៀល | GOLD SEAL MENTHOL COMPACT
doc_image_073.jpeg,image72.jpeg,rId79,Picture 22,,GOLD SEAL OTHERS_ហ្គោលសៀល ផ្សេងៗ | GOLD SEAL FULL FLAVOR
doc_image_074.jpeg,image73.jpeg,rId80,Picture 23,,ហ្គោលសៀលធម្មតា | GOLD SEAL GOLD MIDI SLIMS
doc_image_075.jpeg,image74.jpeg,rId81,Picture 21,,ហ្គោលសៀល ពណ៏មាស | GOLD SEAL CLASSIC RED
doc_image_076.png,image75.png,rId82,Picture 7,,ហ្គោលសៀលក្រហម | GOLD SEAL SPECIAL GOLD
doc_image_077.png,image76.png,rId83,Picture 13,,MARLBORO_ម៉ាបូរ៉ូ | MARLBORO RED
doc_image_078.jpeg,image77.jpeg,rId84,Picture 13,,MARLBORO_ម៉ាបូរ៉ូ | MARLBORO RED
doc_image_079.png,image78.png,rId85,Picture 13,,MARLBORO_ម៉ាបូរ៉ូ | MARLBORO RED
doc_image_080.png,image79.png,rId86,Picture 17,,ម៉ាបូរ៉ូក្រហម | MARLBORO GOLD
doc_image_081.jpeg,image80.jpeg,rId87,Picture 17,,ម៉ាបូរ៉ូក្រហម | MARLBORO GOLD
doc_image_082.png,image81.png,rId88,Picture 17,,ម៉ាបូរ៉ូក្រហម | MARLBORO GOLD
doc_image_083.png,image82.png,rId89,Picture 17,,ម៉ាបូរ៉ូក្រហម | MARLBORO GOLD
doc_image_084.png,image83.png,rId90,Picture 21,,MARLBORO OTHERS_ ម៉ាបូរ៉ូ​ ផ្សេងៗ | MARLBORO MENTHOL
doc_image_085.jpeg,image84.jpeg,rId91,Picture 3,,ម៉ាបូរ៉ូហឹរ កញ្ចប់ទន់ | MARLBORO ICE BLAST
doc_image_086.png,image85.png,rId92,Picture 2,A pack of cigarettes on a table AI-generated content may be incorrect.,ម៉ាបូរ៉ូចុចហិរ | MARLBORO ICE BLAST
doc_image_087.jpeg,image86.jpeg,rId93,Picture 2,,ម៉ាបូរ៉ូចុចហិរ | MARLBORO GOLD ADVANCE
doc_image_088.jpeg,image87.jpeg,rId94,Picture 5,,ម៉ាបូរ៉ូមាស | MARLBORO SPLASH
doc_image_089.jpeg,image88.jpeg,rId95,Picture 6,,ម៉ាបូរ៉ូចុចទំពាំងបាយជូ | MARLBORO VISTA FOREST
doc_image_090.jpeg,image89.jpeg,rId96,Picture 7,,ម៉ាបូរ៉ូចុចពីរគ្រាប់ | MARLBORO VISTA ICE BLAST
doc_image_091.jpeg,image90.jpeg,rId97,Picture 19,,CAMBO_បារីខេមបូ | CAMBO CLASSICAL
doc_image_092.jpeg,image91.jpeg,rId98,Picture 21,,CAMBO_បារីខេមបូ | CAMBO CLASSICAL
doc_image_093.jpeg,image92.jpeg,rId99,Picture 20,,CAMBO_បារីខេមបូ | CAMBO CLASSICAL
doc_image_094.jpeg,image93.jpeg,rId100,Picture 20,,CAMBO_បារីខេមបូ | CAMBO CLASSICAL
doc_image_095.jpeg,image94.jpeg,rId101,Picture 28,,IZA_អ៊ីសា | IZA FF
doc_image_096.jpeg,image95.jpeg,rId102,Picture 30,,IZA_អ៊ីសា | IZA FF
doc_image_097.jpeg,image96.jpeg,rId103,Picture 29,,IZA OTHERS_អ៊ីសាផ្សេងៗ | IZA LIGHTS
doc_image_098.jpeg,image97.jpeg,rId104,Picture 31,,អ៊ីសាដើមតូច | IZA DOUBLE BURST
doc_image_099.jpeg,image98.jpeg,rId105,Picture 27,,HERO_ហេរ៉ូ | HERO HARD PACK
doc_image_100.jpeg,image99.jpeg,rId106,Picture 1,,COW BOY_ខោប៊យ | COW BOY BLUEBERRY MINT
doc_image_101.jpeg,image100.jpeg,rId107,Picture 15,,COW BOY_ខោប៊យ | COW BOY BLUEBERRY MINT
doc_image_102.png,image101.png,rId108,Picture 15,,COW BOY_ខោប៊យ | COW BOY BLUEBERRY MINT
doc_image_103.jpeg,image102.jpeg,rId109,Picture 3,,COW BOY_ខោប៊យ | COW BOY BLUEBERRY MINT
doc_image_104.png,image103.png,rId110,Picture 16,,COW BOY OTHERS_ខោប៊យ ផ្សេងៗ | COW BOY LIGHTS
doc_image_105.png,image104.png,rId111,Picture 21,,ខោប៊យស្រាល | COW BOY SUPER SLIMS
doc_image_106.png,image105.png,rId112,Picture 6,,COCO PALM_បារីដើមដូង | COCO PALM HARD PACK
doc_image_107.png,image106.png,rId113,Picture 8,,COCO PALM_បារីដើមដូង | COCO PALM HARD PACK
doc_image_108.png,image107.png,rId114,Picture 7,,COCO PARM OTHERS_បារីដើមដូង ផ្សេងៗ | COCO PALM GOLD
doc_image_109.jpeg,image108.jpeg,rId115,Picture 5,,CROWN_ក្រោន | CROWN
doc_image_110.jpeg,image109.jpeg,rId116,Picture 5,,CROWN_ក្រោន | CROWN
doc_image_111.jpeg,image110.jpeg,rId117,Picture 35,,LAPIN_ឡាពីន/ទន្សាយ | LAPIN FF
doc_image_112.jpeg,image111.jpeg,rId118,Picture 35,,LAPIN_ឡាពីន/ទន្សាយ | LAPIN FF
doc_image_113.jpeg,image112.jpeg,rId119,Picture 38,,LAPIN_ឡាពីន/ទន្សាយ | LAPIN FF
doc_image_114.jpeg,image113.jpeg,rId120,Picture 46,,ORIS ICE PLUS_អូរីសចុច | ORIS PULSE BLUE
doc_image_115.png,image114.png,rId121,Picture 8,,ORIS ICE PLUS_អូរីសចុច | ORIS PULSE BLUE
doc_image_116.png,image115.png,rId122,Picture 8,,ORIS ICE PLUS_អូរីសចុច | ORIS PULSE BLUE
doc_image_117.png,image116.png,rId123,Picture 14,,អូរីសចុច | ORIS SILVER
doc_image_118.png,image117.png,rId124,Picture 9,,អូរីសដើមតូចចុចពីរតង់ | ORIS MENTHOL
doc_image_119.png,image118.png,rId125,Picture 15,,អូរីសហឹរ | ORIS AZURE BLUE
doc_image_120.png,image119.png,rId126,Picture 10,,អូរីសដើមធំ | ORIS BLACK
doc_image_121.png,image120.png,rId127,Picture 5,,អូរីសចុចខ្មៅ | ORIS FINE RED
doc_image_122.png,image121.png,rId128,Picture 14,,អូរីសក្រហម | ORIS INTENSE BLACK CURRANT
doc_image_123.jpg,image122.jpg,rId129,Picture 3,,អូរីសចុចប៊ីរី | ORIS INTENSE DEEP MIX
doc_image_124.png,image123.png,rId130,Picture 12,,អូរីសចុចលឿង | ORIS INTENSE GUAVA
doc_image_125.png,image124.png,rId131,Picture 16,,អូរីសចុចត្របែក | ORIS INTENSE PURPLE FIZZ
doc_image_126.png,image125.png,rId132,Picture 18,,អូរីសចុចស្វាយ | ORIS INTENSE SUMMER FIZZ
doc_image_127.png,image126.png,rId133,Picture 20,,អូរីសចុចស្ត្រប៊ឺរី | ORIS INTENSE TROPICAL DEW
doc_image_128.png,image127.png,rId134,Picture 7,A box of cigarettes on a red surface AI-generated content may be incorrect.,អូរីសចុចលឿង | ORIS PULSE APPLEMINT ORANGE
doc_image_129.png,image128.png,rId135,Picture 1,A package of menstrual orange AI-generated content may be incorrect.,អូរីស ចុចពីរ ក្រូច | ORIS PULSE MENTHOL ORANGE
doc_image_130.png,image129.png,rId136,Picture 16,,អូរីសចុចក្រូច | ORIS PULSE SUPER SLIMS STRAWBERRY FUSION
doc_image_131.png,image130.png,rId137,Picture 8,,អូរីសដើមតូចចុចពីរ | ORIS RED
doc_image_132.png,image131.png,rId138,Picture 20,,អូរីសចុចក្រហម | ORIS SLIMS CHOCOLATE
doc_image_133.png,image132.png,rId139,Picture 11,,អូរីសសូកូឡា | ORIS SLIMS GOLD
doc_image_134.png,image133.png,rId140,Picture 18,,អូរីសដើមតូច | ORIS SLIMS STRAWBERRY
doc_image_135.png,image134.png,rId141,Picture 12,,អូរីសស្ត្រប៊ឺរី | ORIS TWIN SENSE BERRY MIXអូរីសចុចពីរ
doc_image_136.jpeg,image135.jpeg,rId142,Picture 1,,JET_ជេត | JET
doc_image_137.png,image136.png,rId143,Picture 1,,JET_ជេត | JET
doc_image_138.jpeg,image137.jpeg,rId144,Picture 34,,L&M_អិល​ អឹម | L&M
doc_image_139.jpeg,image138.jpeg,rId145,Picture 34,,L&M_អិល​ អឹម | L&M
doc_image_140.png,image139.png,rId146,Picture 34,,L&M_អិល​ អឹម | L&M
doc_image_141.png,image140.png,rId147,Picture 11,,DJARUM_ចារ៉ាម | DJARUM
doc_image_142.png,image141.png,rId148,Picture 11,,DJARUM_ចារ៉ាម | DJARUM
doc_image_143.jpeg,image142.jpeg,rId149,Picture 39,,LIBERATION_បារីរំដោះ | LIBERATION
doc_image_144.jpeg,image143.jpeg,rId150,Picture 41,,MODERN_ម៉ូឌឺន | MODERN
doc_image_145.jpeg,image144.jpeg,rId151,Picture 41,,MODERN_ម៉ូឌឺន | MODERN
doc_image_146.png,image145.png,rId152,Picture 41,,MODERN_ម៉ូឌឺន | MODERN
doc_image_147.png,image146.png,rId153,Picture 16,,MOND_ម៉ន់ | MOND
doc_image_148.png,image147.png,rId154,Picture 16,,MOND_ម៉ន់ | MOND
doc_image_149.jpeg,image148.jpeg,rId155,Picture 16,,MOND_ម៉ន់ | MOND
doc_image_150.png,image149.png,rId156,Picture 22,,MOND_ម៉ន់ | MOND
doc_image_151.png,image150.png,rId157,Picture 22,,MOND_ម៉ន់ | MOND
doc_image_152.png,image151.png,rId158,Picture 22,,MOND_ម៉ន់ | MOND
doc_image_153.png,image152.png,rId159,Picture 22,,MOND_ម៉ន់ | MOND
doc_image_154.png,image153.png,rId160,Picture 24,,MOND_ម៉ន់ | MOND
doc_image_155.png,image154.png,rId161,Picture 24,,MOND_ម៉ន់ | MOND
doc_image_156.png,image155.png,rId162,Picture 24,,MOND_ម៉ន់ | MOND
doc_image_157.png,image156.png,rId163,Picture 24,,MOND_ម៉ន់ | MOND
doc_image_158.jpeg,image157.jpeg,rId164,Picture 45,,NATIONAL_បារីជាតិ | NATIONAL
doc_image_159.png,image158.png,rId165,Picture 9,A red package with white text AI-generated content may be incorrect.,SHUANGXI_ស៊ុងស៊ីង | SHUANGXI
doc_image_160.jpeg,image159.jpeg,rId166,Picture 9,A red package with white text AI-generated content may be incorrect.,SHUANGXI_ស៊ុងស៊ីង | SHUANGXI
doc_image_161.png,image160.png,rId167,Picture 13,,CHUNGHWA_ឆុងវ៉ា | CHUNGHWA
doc_image_163.png,image161.png,rId169,Picture 13,,CHUNGHWA_ឆុងវ៉ា | CHUNGHWA
doc_image_164.png,image162.png,rId170,Picture 12,,YUN YAN_អ៊ីន យៀន | YUN YAN_អ៊ីន យៀន
doc_image_165.png,image163.png,rId171,Picture 15,,CHINESE BRANDS_បារីចិន | DIAMOND HEHUA
doc_image_166.png,image164.png,rId172,Picture 24,A box of cigarettes on a gray surface AI-generated content may be incorrect.,CHINESE BRANDS_បារីចិន | DIAMOND HEHUA
doc_image_167.png,image165.png,rId173,Picture 25,,CHINESE BRANDS_បារីចិន | DIAMOND HEHUA
doc_image_168.png,image166.png,rId174,Picture 27,,ហាម៉ូណាយ | HOMATA TOBACCO GROUP
doc_image_169.png,image167.png,rId175,Picture 29,,ហាម៉ូណាយ | HOMATA TOBACCO GROUP
doc_image_170.png,image168.png,rId176,Picture 22,,ហាម៉ូណាយ | HOMATA TOBACCO GROUP
doc_image_171.png,image169.png,rId177,Picture 31,,DAVIDOFF_ដាវីដូហ្វ | CORSET_ខសេត
doc_image_172.png,image170.png,rId178,Picture 31,,DAVIDOFF_ដាវីដូហ្វ | CORSET_ខសេត
doc_image_173.png,image171.png,rId179,Picture 7,,DAVIDOFF_ដាវីដូហ្វ | CORSET_ខសេត
doc_image_175.png,image172.png,rId181,Picture 23,,CORSET_ខសេត | DUNHILL_ដាន់ហៀល
doc_image_176.png,image173.png,rId182,Picture 23,,CORSET_ខសេត | DUNHILL_ដាន់ហៀល
doc_image_177.png,image174.png,rId183,Picture 23,,CORSET_ខសេត | DUNHILL_ដាន់ហៀល
doc_image_178.png,image175.png,rId184,Picture 23,,CORSET_ខសេត | DUNHILL_ដាន់ហៀល
doc_image_179.png,image176.png,rId185,Picture 12,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_180.png,image177.png,rId186,Picture 12,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_181.png,image178.png,rId187,Picture 12,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_182.png,image179.png,rId188,Picture 14,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_183.png,image180.png,rId189,Picture 14,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_215.png,image181.png,rId190,Picture 14,,DUNHILL_ដាន់ហៀល | GALAXY_កាឡាក់ស៊ី
doc_image_184.png,image182.png,rId191,Picture 5,,GALAXY_កាឡាក់ស៊ី | KODE_កូឌី
doc_image_185.png,image183.png,rId192,Picture 5,,GALAXY_កាឡាក់ស៊ី | KODE_កូឌី
doc_image_186.png,image184.png,rId193,Picture 5,,GALAXY_កាឡាក់ស៊ី | KODE_កូឌី
doc_image_187.png,image185.png,rId194,Picture 5,,GALAXY_កាឡាក់ស៊ី | KODE_កូឌី
doc_image_188.png,image186.png,rId195,Picture 5,,GALAXY_កាឡាក់ស៊ី | KODE_កូឌី
doc_image_189.png,image187.png,rId196,Picture 10,A box of blueberry ice cream AI-generated content may be incorrect.,PINE_ផាញ | L.A_អិល អេ
doc_image_190.png,image188.png,rId197,Picture 10,A box of blueberry ice cream AI-generated content may be incorrect.,PINE_ផាញ | L.A_អិល អេ
doc_image_191.png,image189.png,rId198,Picture 10,A box of blueberry ice cream AI-generated content may be incorrect.,PINE_ផាញ | L.A_អិល អេ
doc_image_192.png,image190.png,rId199,Picture 1,,PINE_ផាញ | L.A_អិល អេ
doc_image_193.png,image191.png,rId200,Picture 1,,PINE_ផាញ | L.A_អិល អេ
doc_image_194.png,image192.png,rId201,Picture 24,,MILANO_មីឡាណូ | ZEST YOGO_ស៊េស
doc_image_195.png,image193.png,rId202,Picture 18,,MILANO_មីឡាណូ | ZEST YOGO_ស៊េស
doc_image_196.png,image194.png,rId203,Picture 18,,MILANO_មីឡាណូ | ZEST YOGO_ស៊េស
doc_image_197.png,image195.png,rId204,Picture 18,,MILANO_មីឡាណូ | ZEST YOGO_ស៊េស
doc_image_198.png,image196.png,rId205,Picture 18,,MILANO_មីឡាណូ | ZEST YOGO_ស៊េស
doc_image_199.png,image197.png,rId206,Picture 10,,RICHMAN_រីកមែន | ANGKOR MEAS_អង្គរមាស
doc_image_200.png,image198.png,rId207,Picture 29,A box of cigarettes on a marble surface AI-generated content may be incorrect.,RICHMAN_រីកមែន | ANGKOR MEAS_អង្គរមាស
doc_image_201.png,image199.png,rId208,Picture 2,A gold box with text on it AI-generated content may be incorrect.,ANGKOR MEAS_អង្គរមាស | ASIA STAR_អាស៊ីស្ដារ
doc_image_203.png,image200.png,rId210,Picture 2,A gold box with text on it AI-generated content may be incorrect.,ANGKOR MEAS_អង្គរមាស | ASIA STAR_អាស៊ីស្ដារ
doc_image_204.jpeg,image201.jpeg,rId211,Picture 2,A gold box with text on it AI-generated content may be incorrect.,ANGKOR MEAS_អង្គរមាស | ASIA STAR_អាស៊ីស្ដារ
doc_image_205.png,image202.png,rId212,Picture 10,,ASIA STAR_អាស៊ីស្ដារ | BLACK DEVIL_ប្លែកដេវីល
doc_image_206.jpeg,image203.jpeg,rId213,Picture 10,,ASIA STAR_អាស៊ីស្ដារ | BLACK DEVIL_ប្លែកដេវីល
doc_image_207.png,image204.png,rId214,Picture 10,,ASIA STAR_អាស៊ីស្ដារ | BLACK DEVIL_ប្លែកដេវីល
doc_image_208.jpeg,image205.jpeg,rId215,Picture 10,,ASIA STAR_អាស៊ីស្ដារ | BLACK DEVIL_ប្លែកដេវីល
doc_image_209.jpeg,image206.jpeg,rId216,Picture 10,,ASIA STAR_អាស៊ីស្ដារ | BLACK DEVIL_ប្លែកដេវីល
doc_image_210.png,image207.png,rId217,Picture 6,A hand holding a pack of cigarettes AI-generated content may be incorrect.,DEMOCRAT_ដេម៉ូក្រាធ | DOLCE_ដូលជេ
doc_image_211.png,image208.png,rId218,Picture 6,A hand holding a pack of cigarettes AI-generated content may be incorrect.,DEMOCRAT_ដេម៉ូក្រាធ | DOLCE_ដូលជេ
doc_image_212.png,image209.png,rId219,Picture 7,,DEMOCRAT_ដេម៉ូក្រាធ | DOLCE_ដូលជេ
doc_image_213.png,image210.png,rId220,Picture 7,,DEMOCRAT_ដេម៉ូក្រាធ | DOLCE_ដូលជេ
doc_image_214.png,image211.png,rId221,Picture 7,,DEMOCRAT_ដេម៉ូក្រាធ | DOLCE_ដូលជេ
doc_image_001.png,image212.png,rId222,Picture 37,,ENGLISHMAN_អង់គ្លេស | GD_ជីឌី
doc_image_216.png,image213.png,rId223,Picture 43,,ENGLISHMAN_អង់គ្លេស | GD_ជីឌី
doc_image_217.png,image214.png,rId224,Picture 43,,ENGLISHMAN_អង់គ្លេស | GD_ជីឌី
doc_image_218.png,image215.png,rId225,Picture 1,,GUDANG GARAM_ហ្គារាំ | JUNE_ជូន
doc_image_219.png,image216.png,rId226,Picture 23,,GUDANG GARAM_ហ្គារាំ | JUNE_ជូន
doc_image_221.png,image217.png,rId228,Picture 23,,LUCKY STRIKE_ឡាក់គីស្ត្រែក | MARINER_ម៉ារីនឺ
doc_image_222.jpeg,image218.jpeg,rId229,Picture 40,,OKI_អូគី | PHILIP MORRIS_ហ្វីលីបម៉ូរីស
doc_image_223.jpeg,image219.jpeg,rId230,Picture 3,,OKI_អូគី | PHILIP MORRIS_ហ្វីលីបម៉ូរីស
doc_image_224.jpeg,image220.jpeg,rId231,Picture 48,,PHNOM MEAS_ភ្នំមាស | RICHSONS_រិចសាន់
doc_image_225.png,image221.png,rId232,Picture 30,,PHNOM MEAS_ភ្នំមាស | RICHSONS_រិចសាន់
doc_image_226.png,image222.png,rId233,Picture 26,,SAIGON_សៃហ្គន | TETON_គេតុន
doc_image_227.png,image223.png,rId234,Picture 26,,SAIGON_សៃហ្គន | TETON_គេតុន
doc_image_228.png,image224.png,rId235,Picture 20,,SAIGON_សៃហ្គន | TETON_គេតុន
doc_image_229.png,image225.png,rId236,Picture 18,,TEXAS 5_តិចសាស់ | THANG LONG_ តាឡុង
doc_image_230.png,image226.png,rId237,Picture 30,A red box with black text and a black and white label AI-generated content may be incorrect.,TEXAS 5_តិចសាស់ | THANG LONG_ តាឡុង
